TOTAL VALUE ,TAX,LOT SQFT ,YR BUILT,GROSS AREA ,LIVING AREA,FLOORS ,ROOMS,BEDROOMS ,FULL BATH,HALF BATH,KITCHEN,FIREPLACE,REMODEL
334.4,4206.0,7622.0,1940.0,2896.0,1510.0,,6.0,3.0,1.0,1.0,1.0,1.0,None
331.2,4166.0,7796.0,1962.0,2760.0,1469.0,1.5,,3.0,2.0,,1.0,0.0,
311.9,3923.0,6750.0,1950.0,2336.0,1140.0,1.0,7.0,2.0,2.0,0.0,1.0,2.0,None
286.3,3601.0,3628.0,1950.0,2232.0,1056.0,,5.0,2.0,1.0,0.0,1.0,1.0,Recent
311.9,3923.0,13209.0,1950.0,2304.0,1075.0,1.0,,3.0,1.0,1.0,,1.0,None
144.6,1819.0,1017.0,1920.0,1293.0,797.0,1.5,5.0,2.0,1.0,0.0,1.0,0.0,None
292.5,3679.0,5602.0,1960.0,2643.0,1469.0,1.5,6.0,2.0,,,1.0,0.0,None
233.7,2939.0,,1950.0,2409.0,1008.0,1.0,6.0,3.0,2.0,,1.0,1.0,
287.8,3620.0,,,2116.0,1726.0,1.0,6.0,4.0,2.0,0.0,,0.0,None
309.5,3893.0,5958.0,1960.0,2431.0,1560.0,2.0,6.0,3.0,1.0,1.0,,0.0,None
278.4,,4343.0,1959.0,2064.0,912.0,1.0,6.0,3.0,,0.0,1.0,1.0,None
222.4,2797.0,3850.0,1905.0,1832.0,1188.0,2.0,5.0,2.0,1.0,1.0,1.0,0.0,None
319.9,4024.0,6539.0,,3045.0,1712.0,1.5,8.0,1.0,,0.0,1.0,1.0,Recent
306.5,3855.0,6021.0,1969.0,2092.0,,1.0,6.0,,2.0,,1.0,1.0,None
240.9,,,1920.0,1698.0,936.0,1.5,6.0,3.0,1.0,0.0,1.0,,None
270.7,3405.0,5013.0,1900.0,2339.0,1497.0,2.0,6.0,3.0,1.0,0.0,1.0,0.0,
314.2,3952.0,3486.0,1960.0,2344.0,1713.0,1.0,8.0,4.0,2.0,0.0,1.0,1.0,None
306.5,3855.0,6000.0,1967.0,1984.0,,1.0,,3.0,2.0,0.0,2.0,1.0,None
,5063.0,5981.0,,3434.0,2369.0,2.0,9.0,4.0,2.0,0.0,1.0,1.0,Recent
358.4,4508.0,,1950.0,2329.0,1625.0,2.0,7.0,4.0,2.0,0.0,1.0,1.0,Recent
,3888.0,6794.0,1959.0,2260.0,1577.0,1.0,8.0,3.0,1.0,1.0,1.0,0.0,None
348.9,4389.0,4311.0,1950.0,,1529.0,1.5,6.0,3.0,1.0,1.0,1.0,1.0,None
331.3,4167.0,8323.0,1960.0,2116.0,1966.0,1.0,8.0,4.0,1.0,1.0,2.0,0.0,None
562.0,7069.0,7682.0,2005.0,,2724.0,2.0,8.0,4.0,2.0,1.0,1.0,1.0,
246.4,3099.0,,1950.0,2412.0,1008.0,1.0,6.0,2.0,2.0,0.0,1.0,1.0,None
298.0,3748.0,5931.0,1961.0,2912.0,1533.0,1.5,8.0,3.0,1.0,1.0,1.0,0.0,None
287.2,3612.0,,1950.0,2344.0,1000.0,,5.0,2.0,1.0,0.0,1.0,1.0,None
279.4,3514.0,6540.0,1945.0,2304.0,1075.0,,6.0,3.0,1.0,0.0,1.0,1.0,None
308.9,3885.0,13051.0,1942.0,2324.0,1075.0,1.0,6.0,3.0,1.0,0.0,1.0,1.0,None
273.6,3441.0,4200.0,1955.0,2428.0,1075.0,1.0,7.0,3.0,1.0,0.0,1.0,1.0,None
400.8,5042.0,4117.0,1992.0,,2079.0,2.0,,3.0,2.0,0.0,1.0,1.0,None
338.0,4252.0,6000.0,1960.0,2244.0,2134.0,,,3.0,1.0,1.0,1.0,0.0,None
294.3,3702.0,4486.0,1950.0,2612.0,1378.0,1.5,6.0,3.0,1.0,,1.0,1.0,None
357.7,4499.0,6057.0,1960.0,2636.0,1966.0,1.0,6.0,3.0,1.0,0.0,,0.0,Recent
319.1,4014.0,4386.0,1950.0,2504.0,1313.0,1.5,,3.0,2.0,0.0,1.0,0.0,None
206.0,2591.0,2436.0,1920.0,2476.0,1265.0,1.5,5.0,3.0,1.0,0.0,1.0,0.0,None
282.1,,4603.0,1910.0,2531.0,1426.0,2.0,7.0,3.0,,1.0,1.0,,Old
282.4,3552.0,5401.0,1960.0,2016.0,968.0,1.0,,3.0,1.0,0.0,1.0,1.0,
293.9,3697.0,5110.0,1950.0,2412.0,1306.0,1.5,6.0,3.0,1.0,1.0,1.0,1.0,
322.4,4055.0,5981.0,1940.0,2504.0,1506.0,1.5,7.0,3.0,1.0,0.0,1.0,1.0,None
337.2,4241.0,13250.0,1950.0,2508.0,1075.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,None
313.7,3946.0,4288.0,1965.0,2368.0,1368.0,2.0,,4.0,1.0,1.0,1.0,1.0,None
280.2,3524.0,4200.0,1955.0,2164.0,1200.0,2.0,,3.0,1.0,1.0,1.0,,None
297.8,3746.0,5975.0,1955.0,,1469.0,1.5,7.0,3.0,2.0,0.0,1.0,0.0,None
474.4,5967.0,5604.0,2008.0,3526.0,2118.0,2.0,8.0,4.0,2.0,1.0,1.0,0.0,None
269.0,3384.0,5301.0,1910.0,3714.0,2428.0,2.0,9.0,5.0,2.0,0.0,1.0,0.0,None
313.6,3945.0,,1959.0,,1589.0,1.0,7.0,3.0,1.0,,1.0,2.0,None
322.1,4052.0,7163.0,1965.0,2116.0,1487.0,1.0,,3.0,1.0,1.0,1.0,0.0,None
204.9,2577.0,4200.0,1920.0,2296.0,990.0,1.0,5.0,3.0,,0.0,1.0,1.0,None
563.1,7083.0,9021.0,2005.0,4065.0,2605.0,2.0,8.0,4.0,2.0,1.0,1.0,1.0,None
313.1,3938.0,4696.0,1965.0,2184.0,1368.0,2.0,7.0,4.0,1.0,1.0,1.0,1.0,None
282.5,,6000.0,1960.0,2212.0,1538.0,1.0,8.0,3.0,1.0,,1.0,0.0,None
337.0,4239.0,6047.0,1950.0,2568.0,1490.0,1.5,7.0,3.0,2.0,0.0,1.0,1.0,
331.2,4166.0,13494.0,1950.0,2340.0,1306.0,1.5,6.0,3.0,2.0,,1.0,1.0,
311.1,3913.0,6000.0,1960.0,2140.0,,,7.0,3.0,2.0,0.0,1.0,0.0,None
355.9,4477.0,5998.0,1960.0,2184.0,1726.0,1.0,8.0,4.0,2.0,,1.0,0.0,Recent
315.0,3962.0,,1964.0,2064.0,1372.0,2.0,6.0,3.0,1.0,1.0,1.0,1.0,None
177.4,2231.0,3624.0,1910.0,821.0,,1.0,5.0,2.0,1.0,,1.0,0.0,None
,3750.0,6000.0,1960.0,2212.0,1692.0,1.0,7.0,3.0,1.0,1.0,1.0,0.0,None
,4163.0,3603.0,1930.0,3063.0,1612.0,2.0,5.0,2.0,1.0,0.0,1.0,0.0,Recent
396.8,4991.0,14065.0,1940.0,2424.0,1306.0,1.5,9.0,3.0,2.0,1.0,,1.0,Recent
349.3,4394.0,,,3502.0,1842.0,2.0,9.0,3.0,1.0,1.0,1.0,0.0,Recent
338.2,4254.0,,1920.0,2902.0,1377.0,1.5,6.0,3.0,2.0,0.0,1.0,,
276.6,3479.0,4200.0,,2000.0,1200.0,2.0,6.0,3.0,1.0,1.0,1.0,1.0,None
255.0,3207.0,4200.0,1960.0,1940.0,970.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,None
277.7,3493.0,4759.0,1959.0,1989.0,918.0,1.0,5.0,3.0,1.0,1.0,,1.0,None
347.9,4376.0,4269.0,1960.0,2236.0,1368.0,2.0,6.0,4.0,1.0,1.0,1.0,1.0,None
440.2,5537.0,8247.0,1940.0,3210.0,1980.0,2.0,7.0,3.0,1.0,0.0,1.0,1.0,Recent
,,7939.0,1964.0,2136.0,1726.0,1.0,9.0,4.0,1.0,1.0,1.0,0.0,None
558.8,7029.0,8317.0,2005.0,4133.0,2605.0,,,4.0,2.0,1.0,1.0,,None
305.0,3836.0,,,2191.0,1369.0,2.0,7.0,4.0,1.0,1.0,1.0,1.0,None
322.4,4055.0,4265.0,1900.0,2307.0,1350.0,2.0,,3.0,1.0,1.0,1.0,0.0,Recent
105.0,1320.0,997.0,1910.0,,504.0,1.0,,2.0,,0.0,1.0,0.0,None
380.6,4787.0,6074.0,,2668.0,2014.0,1.0,8.0,3.0,2.0,0.0,2.0,1.0,Recent
,4404.0,14707.0,,3057.0,1529.0,,7.0,4.0,2.0,0.0,1.0,1.0,None
302.8,3809.0,5975.0,1960.0,2326.0,1380.0,,7.0,3.0,1.0,1.0,1.0,0.0,None
310.7,3908.0,6465.0,1960.0,1948.0,1404.0,1.0,5.0,,1.0,1.0,1.0,1.0,None
290.2,3650.0,6000.0,1960.0,2212.0,1692.0,1.0,7.0,3.0,1.0,1.0,1.0,0.0,None
320.2,4028.0,6047.0,1957.0,2486.0,1387.0,,6.0,3.0,2.0,,,1.0,Recent
313.6,3945.0,8104.0,1955.0,3202.0,1492.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,None
320.0,4025.0,4411.0,1960.0,2284.0,1558.0,1.0,7.0,3.0,1.0,1.0,1.0,,None
282.2,3550.0,5823.0,1963.0,2100.0,1320.0,2.0,6.0,3.0,1.0,1.0,1.0,0.0,None
287.4,3615.0,5277.0,1959.0,2092.0,952.0,,7.0,3.0,1.0,1.0,,1.0,None
336.6,4234.0,4200.0,1960.0,3870.0,1953.0,1.5,7.0,3.0,,1.0,2.0,0.0,None
307.2,,6100.0,1960.0,2184.0,1583.0,1.0,8.0,3.0,1.0,1.0,1.0,,None
277.0,3484.0,4749.0,1961.0,1953.0,1404.0,1.0,7.0,3.0,1.0,1.0,1.0,,None
347.2,4367.0,10050.0,1942.0,,1706.0,2.0,8.0,3.0,1.0,2.0,1.0,1.0,None
201.0,2528.0,4435.0,1900.0,2823.0,1637.0,2.0,7.0,4.0,1.0,1.0,,0.0,None
353.5,4447.0,9747.0,1960.0,2100.0,1726.0,1.0,9.0,4.0,2.0,0.0,2.0,0.0,Old
423.4,5326.0,9730.0,1992.0,2776.0,,1.0,,,2.0,0.0,,0.0,None
323.5,4069.0,6022.0,1961.0,3246.0,1679.0,1.5,7.0,3.0,1.0,1.0,1.0,0.0,None
576.0,7246.0,6864.0,2005.0,5122.0,3108.0,2.0,8.0,4.0,2.0,1.0,1.0,1.0,None
301.1,3787.0,6271.0,,1530.0,1360.0,1.0,8.0,4.0,2.0,0.0,1.0,1.0,None
374.0,4704.0,7550.0,1943.0,2623.0,1306.0,1.5,6.0,3.0,,,1.0,1.0,Recent
300.0,3774.0,5975.0,1955.0,2736.0,1469.0,1.5,7.0,3.0,,1.0,1.0,0.0,None
348.8,,5999.0,1960.0,,1966.0,1.0,,3.0,,1.0,1.0,0.0,None
308.6,3882.0,5742.0,1960.0,2120.0,1320.0,2.0,,3.0,1.0,1.0,1.0,0.0,None
320.9,4036.0,8088.0,1967.0,2240.0,1726.0,1.0,,3.0,2.0,0.0,1.0,0.0,None
326.8,4111.0,4880.0,1960.0,2556.0,1354.0,1.5,6.0,3.0,2.0,0.0,1.0,1.0,Old
354.4,4458.0,,1925.0,3196.0,1786.0,2.0,7.0,3.0,2.0,0.0,1.0,0.0,Recent
265.3,3337.0,7045.0,1920.0,,1378.0,1.5,6.0,,1.0,1.0,1.0,0.0,
376.2,4732.0,,1990.0,2448.0,1536.0,2.0,8.0,3.0,2.0,1.0,1.0,,None
296.9,3735.0,,1950.0,1984.0,1404.0,1.0,5.0,3.0,1.0,0.0,1.0,1.0,None
252.985,3182.0,7270.0,1920.0,,1326.0,2.0,7.0,3.0,1.0,1.0,1.0,0.0,None
339.1,4265.0,5273.0,1943.0,2769.0,,2.0,7.0,,2.0,0.0,1.0,1.0,Recent
299.4,3766.0,4949.0,1960.0,2088.0,1726.0,1.0,6.0,3.0,2.0,0.0,1.0,0.0,Recent
323.5,4069.0,5204.0,1965.0,2508.0,1402.0,1.5,6.0,3.0,1.0,,1.0,1.0,None
359.3,4519.0,5918.0,1988.0,2574.0,,1.0,8.0,4.0,2.0,0.0,,0.0,None
361.7,4550.0,5376.0,1920.0,2156.0,1370.0,2.0,7.0,4.0,1.0,,1.0,0.0,Recent
256.4,3225.0,2410.0,1950.0,2535.0,1632.0,2.0,7.0,3.0,,,1.0,0.0,None
,2977.0,3248.0,1920.0,1620.0,1270.0,2.0,6.0,3.0,1.0,0.0,1.0,0.0,None
,3148.0,4270.0,1920.0,2017.0,1232.0,2.0,,,1.0,0.0,1.0,0.0,None
340.7,4286.0,5941.0,1962.0,2712.0,1469.0,1.5,7.0,3.0,2.0,0.0,1.0,0.0,Recent
312.5,3931.0,5939.0,1957.0,3160.0,,1.5,7.0,3.0,1.0,1.0,1.0,,None
,,6100.0,1960.0,2076.0,1701.0,1.0,7.0,3.0,1.0,1.0,1.0,,None
320.8,,6000.0,1967.0,2425.0,1151.0,1.0,,3.0,1.0,1.0,1.0,1.0,None
,4143.0,6043.0,1957.0,2628.0,1536.0,1.5,7.0,4.0,1.0,0.0,1.0,1.0,None
307.4,3867.0,10067.0,1960.0,2238.0,1726.0,,8.0,4.0,,1.0,1.0,0.0,None
327.0,,10030.0,1950.0,,1275.0,1.5,,3.0,1.0,0.0,1.0,1.0,None
406.9,5118.0,6756.0,1996.0,2604.0,1680.0,2.0,7.0,3.0,2.0,0.0,1.0,1.0,None
270.4,3401.0,5246.0,1940.0,2568.0,1360.0,1.5,6.0,3.0,2.0,0.0,1.0,,
278.6,3504.0,6076.0,1940.0,2264.0,1320.0,2.0,6.0,3.0,1.0,1.0,,1.0,None
392.0,4931.0,5671.0,1958.0,3412.0,2010.0,2.0,9.0,4.0,2.0,0.0,1.0,1.0,Old
,,4407.0,,1968.0,,1.0,6.0,3.0,1.0,1.0,1.0,0.0,None
283.0,3560.0,4514.0,1959.0,,1404.0,1.0,5.0,3.0,,1.0,1.0,1.0,None
353.5,4447.0,5885.0,1988.0,2418.0,1930.0,1.0,,4.0,2.0,0.0,2.0,0.0,None
302.3,3802.0,6043.0,1964.0,2244.0,1641.0,1.0,8.0,3.0,2.0,0.0,1.0,0.0,None
424.9,5345.0,5518.0,2003.0,2500.0,1560.0,2.0,6.0,3.0,1.0,1.0,1.0,0.0,None
348.3,4381.0,,1960.0,2416.0,1726.0,1.0,8.0,4.0,2.0,0.0,1.0,1.0,Recent
354.3,4457.0,,,,1247.0,1.0,7.0,4.0,1.0,1.0,1.0,0.0,None
297.9,3747.0,5151.0,1962.0,2652.0,1469.0,1.5,7.0,3.0,2.0,0.0,1.0,0.0,None
327.2,4116.0,6042.0,1954.0,2840.0,1550.0,1.5,7.0,3.0,1.0,0.0,,1.0,None
306.1,3850.0,6877.0,1963.0,2240.0,1808.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,None
428.2,,5965.0,1963.0,2998.0,1637.0,1.5,,3.0,,,,,Old
366.3,4608.0,5662.0,1961.0,2805.0,1750.0,2.0,7.0,4.0,2.0,0.0,1.0,1.0,Recent
263.1,3309.0,5273.0,1950.0,2448.0,1306.0,1.5,6.0,2.0,,0.0,1.0,1.0,None
388.7,,5775.0,1988.0,2906.0,,1.5,8.0,3.0,3.0,0.0,1.0,0.0,None
313.6,3945.0,5715.0,1960.0,2540.0,1940.0,2.0,6.0,,1.0,,,1.0,None
263.0,3308.0,4473.0,1960.0,,1404.0,1.0,7.0,,1.0,1.0,1.0,0.0,None
,3035.0,4410.0,1961.0,1964.0,1404.0,1.0,7.0,3.0,1.0,1.0,1.0,0.0,None
326.0,4101.0,6194.0,1950.0,2816.0,1311.0,1.0,5.0,2.0,1.0,0.0,1.0,1.0,None
,3786.0,6200.0,1963.0,2067.0,1726.0,1.0,6.0,3.0,2.0,0.0,1.0,0.0,Old
272.6,3429.0,5246.0,1945.0,2488.0,1306.0,1.5,7.0,4.0,2.0,0.0,,1.0,None
301.6,3794.0,6000.0,1967.0,2166.0,,1.0,6.0,3.0,1.0,,1.0,0.0,None
366.8,,7128.0,1960.0,2156.0,,1.0,6.0,2.0,2.0,0.0,1.0,0.0,None
311.0,3912.0,5981.0,,2364.0,1320.0,2.0,6.0,3.0,1.0,1.0,,0.0,None
282.5,3553.0,6000.0,1960.0,2116.0,1726.0,1.0,5.0,3.0,1.0,1.0,1.0,0.0,None
301.2,3789.0,5658.0,1964.0,2640.0,,1.5,7.0,3.0,1.0,1.0,1.0,0.0,
298.8,3758.0,5963.0,1963.0,2592.0,1469.0,,6.0,3.0,2.0,0.0,1.0,1.0,None
317.8,3997.0,6197.0,1963.0,,2059.0,1.0,6.0,3.0,1.0,0.0,1.0,1.0,
371.9,4678.0,5695.0,,2712.0,1469.0,1.5,,2.0,2.0,1.0,1.0,,None
275.9,3470.0,7548.0,1943.0,,1075.0,1.0,,2.0,1.0,0.0,1.0,1.0,None
297.7,3745.0,5700.0,1960.0,2936.0,,1.5,6.0,2.0,2.0,0.0,1.0,0.0,None
332.4,4181.0,7889.0,,3588.0,1939.0,1.5,8.0,4.0,,0.0,1.0,1.0,
297.1,3737.0,7917.0,1960.0,2016.0,1487.0,1.0,7.0,3.0,1.0,1.0,1.0,0.0,None
,,7912.0,,,1469.0,1.5,7.0,,2.0,,1.0,,None
306.4,3854.0,5273.0,1950.0,2451.0,1075.0,1.0,6.0,2.0,,,,1.0,Old
306.3,3853.0,5914.0,1964.0,2120.0,1726.0,1.0,8.0,4.0,2.0,0.0,1.0,0.0,
280.6,3529.0,,1959.0,1944.0,1404.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,None
292.4,3678.0,4463.0,1958.0,2298.0,1404.0,1.0,,3.0,1.0,0.0,1.0,0.0,None
307.2,3864.0,6691.0,1967.0,2400.0,1863.0,1.0,6.0,3.0,1.0,1.0,,0.0,
275.5,3465.0,4800.0,1960.0,2392.0,1109.0,1.0,6.0,3.0,1.0,0.0,1.0,,
259.1,3259.0,5273.0,,2796.0,1155.0,1.0,6.0,2.0,1.0,0.0,1.0,1.0,None
267.3,3362.0,4298.0,1950.0,2623.0,1128.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,None
334.9,4213.0,4860.0,1910.0,3314.0,1792.0,2.0,7.0,3.0,1.0,1.0,1.0,,None
300.1,3775.0,5608.0,1963.0,2311.0,1125.0,,5.0,3.0,1.0,,1.0,,None
332.4,4181.0,9820.0,1943.0,2600.0,,1.5,6.0,2.0,1.0,0.0,1.0,1.0,Recent
278.1,3498.0,11541.0,1920.0,3508.0,1779.0,,5.0,2.0,,0.0,1.0,0.0,None
350.3,4406.0,4654.0,1890.0,3256.0,1755.0,,9.0,4.0,2.0,0.0,1.0,0.0,None
,4444.0,6203.0,1960.0,2160.0,1870.0,1.0,8.0,3.0,1.0,1.0,1.0,0.0,None
213.4,2684.0,1696.0,1904.0,2496.0,1518.0,2.0,7.0,4.0,1.0,0.0,1.0,0.0,None
297.9,3747.0,5759.0,1950.0,2624.0,1306.0,1.5,7.0,4.0,,1.0,1.0,,
316.7,3984.0,6004.0,1960.0,2845.0,1726.0,1.0,7.0,3.0,1.0,1.0,1.0,0.0,Recent
339.0,4264.0,10370.0,1960.0,2836.0,1435.0,1.5,7.0,3.0,2.0,0.0,1.0,,None
340.1,4278.0,5712.0,1940.0,,2036.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,None
,3327.0,5963.0,1963.0,2041.0,1008.0,1.0,7.0,3.0,1.0,0.0,1.0,0.0,None
281.9,3546.0,5739.0,,,1726.0,1.0,7.0,3.0,1.0,1.0,1.0,0.0,None
312.7,3933.0,5633.0,1960.0,,1469.0,1.5,,,2.0,0.0,1.0,1.0,None
,3648.0,7280.0,1958.0,2160.0,1487.0,1.0,5.0,3.0,1.0,1.0,1.0,0.0,None
267.0,3358.0,3138.0,1920.0,,1520.0,2.0,6.0,3.0,1.0,1.0,1.0,0.0,None
,3645.0,4253.0,,2792.0,1428.0,,7.0,3.0,1.0,0.0,1.0,1.0,None
295.5,3717.0,6298.0,1967.0,2218.0,1726.0,1.0,6.0,3.0,1.0,1.0,1.0,,None
298.1,3750.0,6506.0,1960.0,2160.0,1966.0,1.0,8.0,3.0,1.0,1.0,1.0,0.0,None
288.2,3625.0,4159.0,1960.0,2356.0,1306.0,1.5,6.0,2.0,1.0,0.0,,1.0,None
281.9,,8318.0,1942.0,2376.0,1075.0,1.0,6.0,3.0,1.0,0.0,1.0,,None
276.3,3475.0,7439.0,1943.0,2459.0,1075.0,1.0,6.0,3.0,1.0,0.0,1.0,,None
329.7,4147.0,19466.0,1940.0,2563.0,,1.0,7.0,3.0,1.0,1.0,1.0,1.0,None
286.5,,4272.0,,3084.0,1512.0,1.0,8.0,3.0,1.0,1.0,1.0,1.0,None
,,10493.0,1966.0,2204.0,,2.0,7.0,3.0,1.0,1.0,1.0,0.0,None
289.4,3640.0,5211.0,1956.0,2085.0,984.0,1.0,6.0,2.0,,0.0,1.0,1.0,None
325.5,4094.0,6083.0,1957.0,,1472.0,2.0,7.0,3.0,1.0,1.0,1.0,,Old
306.0,3849.0,6031.0,1960.0,2116.0,1966.0,1.0,8.0,3.0,1.0,1.0,2.0,0.0,None
309.2,3889.0,6000.0,1960.0,2424.0,1870.0,1.0,9.0,4.0,1.0,1.0,1.0,0.0,None
293.2,3688.0,7035.0,1955.0,2032.0,978.0,1.0,5.0,3.0,1.0,0.0,1.0,1.0,None
295.7,3719.0,5836.0,1960.0,2736.0,1469.0,1.5,7.0,3.0,2.0,0.0,1.0,0.0,None
282.6,3555.0,5963.0,1963.0,2136.0,1008.0,1.0,7.0,3.0,1.0,1.0,1.0,0.0,None
342.5,4308.0,3500.0,1910.0,2520.0,1536.0,1.5,5.0,2.0,,0.0,1.0,0.0,Recent
204.1,2567.0,3854.0,1920.0,2022.0,962.0,2.0,6.0,3.0,1.0,1.0,,0.0,None
346.5,4358.0,7680.0,1956.0,2581.0,1354.0,1.5,6.0,2.0,1.0,1.0,1.0,1.0,None
290.3,3651.0,4047.0,1920.0,2328.0,1440.0,2.0,7.0,4.0,2.0,0.0,1.0,1.0,None
273.1,3435.0,5356.0,,1968.0,941.0,1.0,5.0,2.0,,0.0,,1.0,
298.7,3757.0,4310.0,1930.0,,1428.0,1.5,6.0,2.0,1.0,1.0,1.0,1.0,None
325.7,4097.0,6895.0,1960.0,,,1.0,7.0,3.0,1.0,1.0,1.0,0.0,None
338.3,4255.0,6406.0,1960.0,2066.0,1726.0,1.0,,4.0,2.0,0.0,1.0,0.0,Recent
265.9,3345.0,6946.0,1950.0,2339.0,1075.0,1.0,6.0,3.0,1.0,0.0,,1.0,None
198.4,2495.0,3228.0,1920.0,1755.0,1006.0,1.5,6.0,3.0,1.0,0.0,1.0,,None
298.6,3756.0,6935.0,1965.0,2628.0,1469.0,,6.0,2.0,2.0,0.0,1.0,0.0,None
326.8,4111.0,6690.0,1957.0,2900.0,1308.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,None
350.0,,6900.0,1960.0,2904.0,1961.0,1.0,,,3.0,,1.0,1.0,None
319.2,,6315.0,1960.0,2220.0,1726.0,1.0,7.0,3.0,2.0,0.0,,0.0,None
398.2,5009.0,10044.0,,2180.0,1726.0,1.0,,3.0,,1.0,1.0,0.0,Recent
,3439.0,7931.0,1938.0,2376.0,1075.0,1.0,6.0,3.0,1.0,,1.0,1.0,Recent
288.4,3628.0,6000.0,1960.0,,1487.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0,None
,3835.0,6858.0,1925.0,1808.0,1133.0,2.0,7.0,3.0,1.0,,1.0,0.0,None
313.4,3942.0,6031.0,1960.0,2484.0,1993.0,,9.0,3.0,,1.0,2.0,0.0,None
,3394.0,,1920.0,2384.0,1237.0,1.5,6.0,3.0,1.0,1.0,1.0,0.0,None
203.7,2562.0,2174.0,1920.0,2952.0,1382.0,1.0,7.0,3.0,1.0,0.0,1.0,0.0,None
,3625.0,4050.0,1935.0,3224.0,1456.0,1.0,6.0,3.0,1.0,0.0,1.0,,Old
262.4,3300.0,4911.0,1960.0,2084.0,1020.0,1.0,,3.0,1.0,0.0,1.0,1.0,None
,4169.0,10294.0,1943.0,,1346.0,1.5,6.0,3.0,1.0,0.0,1.0,1.0,None
284.0,3572.0,6035.0,,,1320.0,2.0,7.0,3.0,1.0,1.0,1.0,0.0,
282.7,3556.0,4565.0,1904.0,2416.0,1220.0,2.0,6.0,3.0,1.0,0.0,1.0,0.0,None
246.8,3104.0,5963.0,1963.0,2160.0,1008.0,1.0,5.0,3.0,1.0,,1.0,0.0,None
290.3,3651.0,6364.0,1960.0,2136.0,1726.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,None
301.8,3796.0,5090.0,1955.0,2525.0,1120.0,1.0,7.0,,1.0,1.0,1.0,0.0,None
311.2,3914.0,9551.0,1943.0,2508.0,1306.0,1.5,6.0,2.0,,1.0,1.0,1.0,Old
299.1,3762.0,4772.0,1900.0,2652.0,1584.0,2.0,,3.0,1.0,0.0,1.0,,None
353.8,4450.0,19264.0,1943.0,2634.0,1306.0,1.5,6.0,3.0,1.0,1.0,1.0,1.0,None
290.0,,4050.0,1960.0,2548.0,1176.0,1.0,,4.0,1.0,1.0,1.0,1.0,None
289.2,,4501.0,,2520.0,1313.0,1.5,6.0,3.0,2.0,,,1.0,None
293.9,3697.0,6008.0,1960.0,3041.0,,1.5,6.0,,1.0,,1.0,,None
346.6,4360.0,,1940.0,1920.0,960.0,1.0,7.0,4.0,2.0,0.0,1.0,1.0,None
314.2,3952.0,6998.0,1943.0,,1536.0,2.0,7.0,3.0,3.0,,1.0,1.0,Recent
280.7,3531.0,6077.0,,2097.0,1726.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,None
298.6,3756.0,6000.0,1960.0,2280.0,1682.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,None
327.9,4124.0,10759.0,1967.0,2756.0,1469.0,1.5,,2.0,1.0,,1.0,0.0,None
442.2,5562.0,4459.0,2007.0,2418.0,1469.0,2.0,7.0,3.0,2.0,1.0,1.0,1.0,None
232.5,2924.0,2426.0,,2398.0,1233.0,1.5,6.0,3.0,1.0,0.0,1.0,0.0,None
302.2,3801.0,4283.0,1960.0,1769.0,1104.0,2.0,5.0,3.0,1.0,1.0,1.0,,None
298.2,3751.0,4251.0,1953.0,2384.0,1320.0,1.5,6.0,3.0,2.0,0.0,1.0,,Old
317.0,3987.0,5963.0,,2184.0,1008.0,1.0,7.0,3.0,1.0,1.0,1.0,0.0,None
,3834.0,6035.0,1960.0,2160.0,1726.0,1.0,8.0,3.0,1.0,1.0,1.0,2.0,
281.7,3543.0,4272.0,,1669.0,1104.0,2.0,5.0,3.0,1.0,1.0,1.0,0.0,None
216.2,2719.0,,1920.0,,,1.5,6.0,3.0,1.0,0.0,1.0,0.0,None
302.2,3801.0,13149.0,1955.0,2352.0,1134.0,1.0,5.0,2.0,1.0,0.0,1.0,1.0,None
356.8,4488.0,17604.0,1969.0,3136.0,1714.0,1.5,5.0,3.0,2.0,0.0,1.0,1.0,None
317.8,3997.0,11250.0,1954.0,2566.0,1244.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,None
295.7,3719.0,4220.0,1953.0,2392.0,1056.0,1.0,6.0,3.0,1.0,0.0,1.0,1.0,None
,3134.0,7103.0,1940.0,2544.0,1075.0,1.0,6.0,3.0,1.0,0.0,1.0,1.0,None
314.8,3960.0,6077.0,1965.0,2232.0,,1.0,7.0,3.0,1.0,1.0,2.0,1.0,None
220.4,2772.0,2644.0,1920.0,1730.0,1063.0,2.0,6.0,3.0,,1.0,1.0,0.0,None
251.0,3157.0,2961.0,1910.0,1633.0,882.0,1.5,4.0,2.0,1.0,0.0,1.0,0.0,Recent
280.8,3532.0,3158.0,1964.0,2175.0,1868.0,1.0,8.0,3.0,1.0,1.0,1.0,,None
